Time (days),Concentration (mg/L),Concentration Upper (mg/L),Concentration Lower (mg/L)
-69.79395879175836,0.9283482458953122,1.0211830704848435,0.835513421305781
-69.69393878775756,0.928396289294048,1.021235918223453,0.8355566603646433
-69.59391878375675,0.9284429402447071,1.021287234269178,0.8355986462202364
-69.49389877975595,0.9284882388539457,1.0213370627393403,0.8356394149685512
-69.39387877575516,0.928532224085277,1.0213854464938048,0.8356790016767494
-69.29385877175434,0.9285749337910885,1.0214324271701973,0.8357174404119796
-69.19383876775355,0.9286164047437888,1.0214780452181678,0.83575476426941
-69.09381876375275,0.9286566726661063,1.021522339932717,0.8357910053994957
-68.99379875975195,0.9286957722605621,1.0215653494866184,0.835826195034506
-68.89377875575116,0.9287337372381378,1.0216071109619516,0.835860363514324
-68.79375875175035,0.9287706003461603,1.0216476603807765,0.8358935403115443
-68.69373874774955,0.928806393395423,1.0216870327349654,0.8359257540558808
-68.59371874374875,0.9288411472865629,1.0217252620152193,0.8359570325579065
-68.49369873974794,0.9288748920357144,1.021762381239286,0.835987402832143
-68.39367873574714,0.9289076567994582,1.0217984224794041,0.8360168911195124
-68.29365873174635,0.9289394698990833,1.0218334168889918,0.836045522909175
-68.19363872774555,0.9289703588441809,1.021867394728599,0.8360733229597628
-68.09361872374475,0.9290003503555873,1.0219003853911461,0.8361003153200286
-67.99359871974394,0.9290294703876938,1.0219324174264632,0.8361265233489245
-67.89357871574315,0.9290577441501388,1.0219635185651528,0.8361519697351248
-67.79355871174235,0.9290851961289006,1.0219937157417907,0.8361766765160106
-67.69353870774154,0.9291118501068057,1.0220230351174864,0.8362006650961252
-67.59351870374076,0.9291377291834676,1.0220515021018144,0.8362239562651208
-67.49349869973994,0.9291628557946725,1.02207914137414,0.8362465702152053
-67.39347869573915,0.9291872517312263,1.022105976904349,0.8362685265581037
-67.29345869173835,0.9292109381572772,1.022132031973005,0.8362898443415495
-67.19343868773754,0.9292339356281275,1.0221573291909403,0.8363105420653147
-67.09341868373674,0.92925626410755,1.022181890518305,0.836330637696795
-66.99339867973595,0.9292779429846203,1.0222057372830824,0.8363501486861583
-66.89337867573515,0.9292989910900789,1.0222288901990868,0.836369091981071
-66.79335867173435,0.9293194267122372,1.022251369383461,0.8363874840410135
-66.69333866773354,0.9293392676124372,1.0222731943736811,0.8364053408511936
-66.59331866373275,0.9293585310400788,1.0222943841440868,0.836422677936071
-66.49329865973195,0.9293772337472255,1.022314957121948,0.836439510372503
-66.39327865573114,0.9293953920028014,1.0223349312030816,0.8364558528025213
-66.29325865173035,0.9294130216063891,1.022354323767028,0.8364717194457502
-66.19323864772954,0.9294301379016391,1.022373151691803,0.8364871241114752
-66.09321864372875,0.9294467557893042,1.0223914313682347,0.8365020802103739
-65.99319863972795,0.9294628897399049,1.0224091787138954,0.8365166007659144
-65.89317863572714,0.9294785538060388,1.0224264091866428,0.8365306984254349
-65.79315863172634,0.9294937616343452,1.0224431377977798,0.8365443854709107
-65.69313862772555,0.9295085264771282,1.022459379124841,0.8365576738294154
-65.59311862372473,0.9295228612036561,1.022475147324022,0.8365705750832906
-65.49309861972395,0.9295367783111382,1.022490456142252,0.8365831004800244
-65.39307861572314,0.9295502899353933,1.0225053189289328,0.836595260941854
-65.29305861172234,0.9295634078612165,1.0225197486473383,0.8366070670750949
-65.19303860772155,0.9295761435324505,1.0225337578856957,0.8366185291792055
-65.09301860372074,0.9295885080617757,1.0225473588679534,0.8366296572555981
-64.99299859971995,0.9296005122402184,1.0225605634642403,0.8366404610161966
-64.89297859571914,0.9296121665463927,1.022573383201032,0.8366509498917534
-64.79295859171835,0.9296234811554778,1.0225858292710257,0.8366611330399301
-64.69293858771755,0.9296344659479433,1.0225979125427378,0.836671019353149
-64.59291858371674,0.9296451305180233,1.0226096435698258,0.836680617466221
-64.49289857971594,0.9296554841819525,1.022621032600148,0.8366899357637573
-64.39287857571514,0.9296655359859662,1.0226320895845629,0.8366989823873696
-64.29285857171433,0.9296752947140737,1.0226428241854812,0.8367077652426663
-64.19283856771355,0.9296847688956097,1.0226532457851707,0.8367162920060487
-64.09281856371274,0.9296939668125717,1.022663363493829,0.8367245701313145
-63.99279855971194,0.9297028965067461,1.0226731861574208,0.8367326068560715
-63.89277855571114,0.9297115657866343,1.022682722365298,0.8367404092079709
-63.79275855171034,0.9297199822341782,1.022691980457596,0.8367479840107603
-63.69273854770954,0.9297281532112951,1.0227009685324246,0.8367553378901657
-63.59271854370874,0.9297360858662261,1.0227096944528489,0.8367624772796035
-63.49269853970794,0.929743787139703,1.0227181658536733,0.8367694084257327
-63.39267853570714,0.9297512637709379,1.0227263901480317,0.836776137393844
-63.292658531706344,0.9297585223034432,1.0227343745337876,0.8367826700730989
-63.19263852770554,0.9297655690906843,1.022742125999753,0.8367890121816159
-63.09261852370474,0.9297724103015694,1.0227496513317265,0.8367951692714125
-62.99259851970394,0.9297790519257843,1.0227569571183628,0.8368011467332058
-62.89257851570314,0.9297854997789722,1.0227640497568695,0.836806949801075
-62.79255851170234,0.929791759507767,1.022770935458544,0.8368125835569904
-62.69253850770154,0.9297978365946805,1.0227776202541488,0.8368180529352125
-62.59251850370074,0.9298037363628502,1.0227841099991353,0.8368233627265652
-62.49249849969994,0.9298094639806513,1.0227904103787167,0.8368285175825863
-62.39247849569914,0.9298150244661759,1.0227965269127937,0.8368335220195583
-62.29245849169834,0.9298204226915832,1.0228024649607415,0.8368383804224249
