Time (days),Concentration (mg/L),Concentration Upper (mg/L),Concentration Lower (mg/L)
-61.19223844768954,424.9407529275736,467.434828220331,382.44667763481624
-61.092218443688736,424.94248191561553,467.43673010717714,382.448233724054
-60.99219843968794,424.9441604359568,467.4385764795525,382.44974439236114
-60.892178435687136,424.9457899609952,467.4403689570948,382.4512109648957
-60.79215843168634,424.94737192023746,467.4421091122612,382.4526347282137
-60.692138427685535,424.94890770154444,467.4437984716989,382.45401693139
-60.59211842368474,424.9503986523405,467.4454385175746,382.45535878710643
-60.492098419683934,424.95184608078875,467.44703068886764,382.45666147270987
-60.39207841568314,424.95325125693114,467.4485763826243,382.457926131238
-60.29205841168233,424.9546154137965,467.4500769551762,382.45915387241683
-60.19203840768154,424.95593974847617,467.45153372332385,382.46034577362855
-60.09201840368073,424.9572254231686,467.4529479654855,382.46150288085175
-59.991998399679936,424.9584735661939,467.45432092281334,382.4626262095745
-59.89197839567913,424.95968527297833,467.4556538002762,382.46371674568053
-59.791958391678335,424.9608616070115,467.4569477677127,382.46477544631034
-59.69193838767754,424.9620036007747,467.45820396085225,382.46580324069726
-59.591918383676735,424.9631122566432,467.4594234823076,382.4668010309789
-59.49189837967594,424.964188547762,467.4606074025382,382.46776969298577
-59.391878375675134,424.96523341889576,467.46175676078536,382.4687100770062
-59.29185837167434,424.96624778725555,467.4628725659812,382.46962300853
-59.19183836767353,424.9672325433,467.46395579763004,382.47050928897
